Regional Settings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Simultaneous Flow Limits,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Apply CO2 Prices WECC-wide?,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Path Constraints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Note:  Per convention, the direction of all transmission paths involving CAISO is from outside CAISO to CAISO (not from CAISO to outside of CAISO). ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Capacity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Transmission Line,From,To,Minimum (MW),Maximum (MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SW_to_CAISO,SW,CAISO,-7433.0,7433.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NW_to_CAISO,NW,CAISO,-4293.0,5088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LDWP_to_CAISO,LDWP,CAISO,-2500.0,4000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NW_to_LDWP,NW,LDWP,-2879.0,2679.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SW_to_LDWP,SW,LDWP,-4318.0,4318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NW_to_SW,NW,SW,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IID_to_CAISO,IID,CAISO,-2200.0,2200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BANC_to_CAISO,BANC,CAISO,-10785.0,10785.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IID_to_LDWP,IID,LDWP,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SW_to_IID,SW,IID,-330.0,330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IID_to_BANC,IID,BANC,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NW_to_BANC,NW,BANC,-1225.0,1600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SW_to_BANC,SW,BANC,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Ramping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Transmission Line,From,To,1-hr,2-hr,3-hr,4-hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SW_to_CAISO,SW,CAISO,999999.0,999999.0,999999.0,999999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NW_to_CAISO,NW,CAISO,999999.0,999999.0,999999.0,999999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LDWP_to_CAISO,LDWP,CAISO,999999.0,999999.0,999999.0,999999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NW_to_LDWP,NW,LDWP,999999.0,999999.0,999999.0,999999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SW_to_LDWP,SW,LDWP,999999.0,999999.0,999999.0,999999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NW_to_SW,NW,SW,999999.0,999999.0,999999.0,999999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IID_to_CAISO,IID,CAISO,999999.0,999999.0,999999.0,999999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BANC_to_CAISO,BANC,CAISO,999999.0,999999.0,999999.0,999999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IID_to_LDWP,IID,LDWP,999999.0,999999.0,999999.0,999999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SW_to_IID,SW,IID,999999.0,999999.0,999999.0,999999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IID_to_BANC,IID,BANC,999999.0,999999.0,999999.0,999999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NW_to_BANC,NW,BANC,999999.0,999999.0,999999.0,999999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SW_to_BANC,SW,BANC,999999.0,999999.0,999999.0,999999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hurdle Rates and GHG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Base Hurdle Rates, excluding carbon adder ($/MWh)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Transmission Line,From,To,Positive Direction,Negative Direction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SW_to_CAISO,SW,CAISO,3.86,9.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NW_to_CAISO,NW,CAISO,3.89,9.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LDWP_to_CAISO,LDWP,CAISO,5.71,9.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NW_to_LDWP,NW,LDWP,3.89,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SW_to_LDWP,SW,LDWP,3.86,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NW_to_SW,NW,SW,3.89,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IID_to_CAISO,IID,CAISO,4.07,9.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BANC_to_CAISO,BANC,CAISO,2.47,9.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IID_to_LDWP,IID,LDWP,4.07,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SW_to_IID,SW,IID,3.86,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IID_to_BANC,IID,BANC,4.07,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NW_to_BANC,NW,BANC,3.89,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SW_to_BANC,SW,BANC,3.86,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Carbon Intensity Assumptions for CA carbon adder (tCO2/MWh),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Zone of Origin,,,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,2026.0,2027.0,2028.0,2029.0,2030.0,2031.0,2032.0,2033.0,2034.0,2035.0,2036.0,2037.0,2038.0,2039.0,2040.0,2041.0,2042.0,2043.0,2044.0,2045.0,2046.0,2047.0,2048.0,2049.0,2050.0
,,NW,,,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568
,,SW,,,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568,0.42716568
,,LDWP,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,BANC,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,IID,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Carbon Adder into CA ($/MWh),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Transmission Line,From,To,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,2026.0,2027.0,2028.0,2029.0,2030.0,2031.0,2032.0,2033.0,2034.0,2035.0,2036.0,2037.0,2038.0,2039.0,2040.0,2041.0,2042.0,2043.0,2044.0,2045.0,2046.0,2047.0,2048.0,2049.0,2050.0
,,SW_to_CAISO,SW,CAISO,5.490271868543714,5.782391542581183,6.119107434936468,6.482087081983575,6.855046380600004,7.23610348050233,7.635667006708322,8.057755738983685,8.50509413746867,8.978311009382676,9.479101165626183,10.01146531690635,10.578246524213677,11.181472975091092,11.823199121985887,12.506403572486645,13.20269444262585,13.93775113165369,14.713731916776652,15.532915236741301,16.397706381797775,17.310644556125293,18.274410333456466,19.291833527791564,20.36590150231286,21.499767940895666,22.696762107971043,23.960398623929038,25.29438778476503,26.702646456269793,28.189309574750848,29.758742288053575,31.415552772530628,33.16460576359288,35.01103683957041,36.960267500823825
,,NW_to_CAISO,NW,CAISO,5.490271868543714,5.782391542581183,6.119107434936468,6.482087081983575,6.855046380600004,7.23610348050233,7.635667006708322,8.057755738983685,8.50509413746867,8.978311009382676,9.479101165626183,10.01146531690635,10.578246524213677,11.181472975091092,11.823199121985887,12.506403572486645,13.20269444262585,13.93775113165369,14.713731916776652,15.532915236741301,16.397706381797775,17.310644556125293,18.274410333456466,19.291833527791564,20.36590150231286,21.499767940895666,22.696762107971043,23.960398623929038,25.29438778476503,26.702646456269793,28.189309574750848,29.758742288053575,31.415552772530628,33.16460576359288,35.01103683957041,36.960267500823825
,,LDWP_to_CAISO,LDWP,CAISO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,NW_to_LDWP,NW,LDWP,5.490271868543714,5.782391542581183,6.119107434936468,6.482087081983575,6.855046380600004,7.23610348050233,7.635667006708322,8.057755738983685,8.50509413746867,8.978311009382676,9.479101165626183,10.01146531690635,10.578246524213677,11.181472975091092,11.823199121985887,12.506403572486645,13.20269444262585,13.93775113165369,14.713731916776652,15.532915236741301,16.397706381797775,17.310644556125293,18.274410333456466,19.291833527791564,20.36590150231286,21.499767940895666,22.696762107971043,23.960398623929038,25.29438778476503,26.702646456269793,28.189309574750848,29.758742288053575,31.415552772530628,33.16460576359288,35.01103683957041,36.960267500823825
,,SW_to_LDWP,SW,LDWP,5.490271868543714,5.782391542581183,6.119107434936468,6.482087081983575,6.855046380600004,7.23610348050233,7.635667006708322,8.057755738983685,8.50509413746867,8.978311009382676,9.479101165626183,10.01146531690635,10.578246524213677,11.181472975091092,11.823199121985887,12.506403572486645,13.20269444262585,13.93775113165369,14.713731916776652,15.532915236741301,16.397706381797775,17.310644556125293,18.274410333456466,19.291833527791564,20.36590150231286,21.499767940895666,22.696762107971043,23.960398623929038,25.29438778476503,26.702646456269793,28.189309574750848,29.758742288053575,31.415552772530628,33.16460576359288,35.01103683957041,36.960267500823825
,,NW_to_SW,NW,SW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,IID_to_CAISO,IID,CAISO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,BANC_to_CAISO,BANC,CAISO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,IID_to_LDWP,IID,LDWP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,SW_to_IID,SW,IID,5.490271868543714,5.782391542581183,6.119107434936468,6.482087081983575,6.855046380600004,7.23610348050233,7.635667006708322,8.057755738983685,8.50509413746867,8.978311009382676,9.479101165626183,10.01146531690635,10.578246524213677,11.181472975091092,11.823199121985887,12.506403572486645,13.20269444262585,13.93775113165369,14.713731916776652,15.532915236741301,16.397706381797775,17.310644556125293,18.274410333456466,19.291833527791564,20.36590150231286,21.499767940895666,22.696762107971043,23.960398623929038,25.29438778476503,26.702646456269793,28.189309574750848,29.758742288053575,31.415552772530628,33.16460576359288,35.01103683957041,36.960267500823825
,,IID_to_BANC,IID,BANC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,NW_to_BANC,NW,BANC,5.490271868543714,5.782391542581183,6.119107434936468,6.482087081983575,6.855046380600004,7.23610348050233,7.635667006708322,8.057755738983685,8.50509413746867,8.978311009382676,9.479101165626183,10.01146531690635,10.578246524213677,11.181472975091092,11.823199121985887,12.506403572486645,13.20269444262585,13.93775113165369,14.713731916776652,15.532915236741301,16.397706381797775,17.310644556125293,18.274410333456466,19.291833527791564,20.36590150231286,21.499767940895666,22.696762107971043,23.960398623929038,25.29438778476503,26.702646456269793,28.189309574750848,29.758742288053575,31.415552772530628,33.16460576359288,35.01103683957041,36.960267500823825
,,SW_to_BANC,SW,BANC,5.490271868543714,5.782391542581183,6.119107434936468,6.482087081983575,6.855046380600004,7.23610348050233,7.635667006708322,8.057755738983685,8.50509413746867,8.978311009382676,9.479101165626183,10.01146531690635,10.578246524213677,11.181472975091092,11.823199121985887,12.506403572486645,13.20269444262585,13.93775113165369,14.713731916776652,15.532915236741301,16.397706381797775,17.310644556125293,18.274410333456466,19.291833527791564,20.36590150231286,21.499767940895666,22.696762107971043,23.960398623929038,25.29438778476503,26.702646456269793,28.189309574750848,29.758742288053575,31.415552772530628,33.16460576359288,35.01103683957041,36.960267500823825
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GHG Import Rates (tCO2/MWh) - used in CAISO GHG accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
